"","X","months_as_customer","policy_state","policy_csl","policy_deductable","policy_annual_premium","umbrella_limit","insured_sex","insured_education_level","insured_occupation","insured_hobbies","insured_relationship","capital_gains","capital_loss","incident_type","collision_type","incident_severity","authorities_contacted","incident_state","number_of_vehicles_involved","property_damage","bodily_injuries","witnesses","police_report_available","vehicle_claim","auto_make","auto_model","fraud_reported","z_of_months_as_customer"
"115",115,390,"OH","250/500",2000,1124.38,0,"2","Associate","armed-forces","reading","other-relative",0,0,"Vehicle Theft",NA,"Minor Damage","None","VA",1,"YES",1,1,"YES",4720,"Ford","F150",0,1.61620076002782
"116",116,258,"IN","100/300",1000,1110.37,10000000,"2","MD","machine-op-inspct","hiking","other-relative",34400,-56800,"Multi-vehicle Collision","Side Collision","Total Loss","Other","NY",3,"NO",0,1,NA,33390,"Accura","MDX",1,0.469503167369702
"117",117,107,"IL","500/1000",2000,1374.22,0,"1","PhD","machine-op-inspct","bungie-jumping","other-relative",62000,-63100,"Single Vehicle Collision","Rear Collision","Minor Damage","Police","SC",1,"NO",0,3,"NO",32620,"Suburu","Legacy",0,-0.842249381807389
"118",118,225,"OH","500/1000",2000,1103.58,0,"2","High School","exec-managerial","exercise","unmarried",41200,-36200,"Multi-vehicle Collision","Side Collision","Major Damage","Police","NY",3,NA,2,2,"NO",51200,"Toyota","Highlander",1,0.182828769205173
"119",119,164,"IL","250/500",2000,1269.76,0,"1","PhD","transport-moving","yachting","not-in-family",44300,0,"Single Vehicle Collision","Rear Collision","Minor Damage","Fire","NY",1,"NO",1,3,"YES",63000,"Ford","Fusion",0,-0.347084512250474
"120",120,245,"OH","250/500",500,964.79,8000000,"1","Associate","adm-clerical","camping","husband",58000,0,"Multi-vehicle Collision","Rear Collision","Minor Damage","Police","NY",3,NA,0,1,NA,52960,"BMW","3 Series",0,0.356570828698827
"121",121,255,"IL","500/1000",2000,1167.3,4000000,"2","High School","priv-house-serv","board-games","other-relative",0,0,"Single Vehicle Collision","Side Collision","Minor Damage","Fire","SC",1,"NO",2,0,NA,41580,"Volkswagen","Passat",0,0.443441858445654
"122",122,206,"IL","500/1000",500,1625.45,4000000,"1","MD","other-service","video-games","other-relative",0,-53700,"Single Vehicle Collision","Front Collision","Major Damage","Ambulance","NY",1,"NO",2,1,"NO",51040,"Ford","Fusion",1,0.0177738126862008
"123",123,203,"IL","250/500",500,1394.43,0,"1","Masters","other-service","skydiving","not-in-family",0,0,"Single Vehicle Collision","Front Collision","Major Damage","Ambulance","VA",1,NA,0,1,"YES",49280,"Nissan","Maxima",1,-0.00828749623784739
"124",124,22,"OH","250/500",2000,1053.24,0,"1","College","prof-specialty","movies","other-relative",51100,0,"Multi-vehicle Collision","Front Collision","Total Loss","Other","NC",4,"YES",1,0,"NO",51420,"Accura","MDX",0,-1.58065313465542
"125",125,211,"IL","100/300",500,1040.75,0,"1","JD","prof-specialty","paintball","not-in-family",0,0,"Single Vehicle Collision","Rear Collision","Total Loss","Ambulance","WV",1,"YES",1,1,NA,28000,"BMW","X5",0,0.0612093275596144
"126",126,206,"IN","250/500",1000,1302.4,6000000,"2","JD","craft-repair","dancing","unmarried",47200,-69700,"Multi-vehicle Collision","Rear Collision","Total Loss","Ambulance","NY",3,"NO",2,3,"YES",23100,"Ford","Escape",0,0.0177738126862008
"127",127,166,"IL","100/300",2000,1588.55,0,"2","MD","protective-serv","video-games","unmarried",59600,-32100,"Single Vehicle Collision","Side Collision","Total Loss","Other","WV",1,"NO",0,0,NA,28800,"Suburu","Impreza",0,-0.329710306301108
"128",128,165,"IN","500/1000",500,1399.26,0,"1","High School","tech-support","exercise","own-child",70500,0,"Parked Car",NA,"Minor Damage","Police","PA",1,NA,2,0,NA,2970,"BMW","M5",0,-0.338397409275791
"129",129,274,"OH","100/300",2000,1352.31,0,"2","College","farming-fishing","basketball","wife",40700,-47300,"Single Vehicle Collision","Front Collision","Major Damage","Fire","NY",1,"YES",0,3,"YES",42560,"BMW","X5",1,0.608496814964626
"130",130,81,"IL","250/500",1000,1139,6000000,"1","Masters","sales","sleeping","husband",42400,0,"Multi-vehicle Collision","Front Collision","Major Damage","Fire","SC",3,NA,1,2,NA,34790,"Saab","92x",1,-1.06811405914914
"131",131,280,"IN","250/500",1000,1397.67,0,"2","JD","machine-op-inspct","camping","wife",57900,0,"Multi-vehicle Collision","Front Collision","Minor Damage","Other","NY",3,"YES",1,2,"NO",56480,"Ford","Escape",0,0.660619432812723
"132",132,194,"IN","250/500",500,823.17,0,"2","Masters","adm-clerical","paintball","own-child",0,0,"Multi-vehicle Collision","Front Collision","Major Damage","Other","WV",3,NA,2,2,"NO",43050,"Dodge","RAM",0,-0.0864714230099919
"133",133,112,"OH","100/300",500,965.13,0,"1","Masters","tech-support","exercise","unmarried",60000,-54800,"Multi-vehicle Collision","Front Collision","Major Damage","Ambulance","NC",3,NA,0,1,NA,34000,"Nissan","Pathfinder",0,-0.798813866933975
"134",134,24,"IL","500/1000",1000,1922.84,0,"1","High School","machine-op-inspct","skydiving","wife",0,-45200,"Single Vehicle Collision","Side Collision","Total Loss","Police","WV",1,NA,2,1,"NO",32760,"Jeep","Wrangler",0,-1.56327892870606
"135",135,93,"OH","250/500",2000,1624.82,0,"2","PhD","exec-managerial","basketball","unmarried",65300,-65600,"Single Vehicle Collision","Side Collision","Minor Damage","Ambulance","WV",1,NA,1,1,NA,52080,"BMW","3 Series",0,-0.963868823452947
"136",136,171,"IN","250/500",2000,1277.25,0,"1","College","exec-managerial","yachting","other-relative",84900,0,"Single Vehicle Collision","Rear Collision","Major Damage","Police","NY",1,"NO",1,2,NA,48440,"Volkswagen","Passat",1,-0.286274791427695
"137",137,200,"IL","100/300",1000,1439.34,0,"1","High School","sales","exercise","other-relative",45300,-20400,"Vehicle Theft",NA,"Minor Damage","Police","VA",1,NA,0,0,"NO",2870,"Ford","Escape",0,-0.0343488051618956
"138",138,120,"IL","250/500",1000,1281.27,0,"1","PhD","tech-support","golf","not-in-family",68900,0,"Multi-vehicle Collision","Rear Collision","Minor Damage","Fire","SC",3,"NO",0,3,NA,52400,"BMW","X5",0,-0.729317043136514
"139",139,325,"IL","500/1000",500,1348.83,0,"1","High School","prof-specialty","basketball","wife",46300,-77500,"Multi-vehicle Collision","Rear Collision","Minor Damage","Fire","NC",3,NA,1,2,"YES",55360,"Toyota","Camry",0,1.05153906667345
"140",140,124,"IL","250/500",1000,1198.15,0,"1","MD","other-service","hiking","not-in-family",0,-43200,"Multi-vehicle Collision","Front Collision","Total Loss","Other","VA",3,"NO",0,2,"YES",49040,"BMW","X5",0,-0.694568631237783
"141",141,211,"OH","100/300",2000,1221.22,0,"2","Masters","machine-op-inspct","camping","other-relative",76000,0,"Single Vehicle Collision","Rear Collision","Total Loss","Police","NY",1,"YES",0,1,NA,37840,"Mercedes","E400",0,0.0612093275596144
"142",142,287,"IL","500/1000",2000,968.74,0,"2","Masters","transport-moving","video-games","wife",0,-49000,"Vehicle Theft",NA,"Trivial Damage","None","SC",1,NA,2,3,NA,3760,"Suburu","Forrestor",0,0.721429153635502
"143",143,122,"IN","250/500",1000,1220.71,0,"2","PhD","machine-op-inspct","video-games","own-child",58600,-28700,"Parked Car",NA,"Minor Damage","None","SC",1,NA,2,1,"YES",5040,"Chevrolet","Silverado",0,-0.711942837187148
"144",144,22,"IN","250/500",2000,1238.62,6000000,"2","MD","exec-managerial","yachting","other-relative",0,-56200,"Single Vehicle Collision","Rear Collision","Major Damage","Ambulance","SC",1,NA,2,3,NA,49560,"Accura","MDX",1,-1.58065313465542
"145",145,106,"IL","500/1000",2000,1320.75,0,"1","JD","farming-fishing","video-games","wife",54100,0,"Multi-vehicle Collision","Rear Collision","Total Loss","Police","WV",3,NA,0,3,"YES",35490,"Accura","MDX",0,-0.850936484782072
"146",146,398,"OH","100/300",500,990.98,0,"1","Associate","exec-managerial","cross-fit","wife",0,-57900,"Single Vehicle Collision","Front Collision","Major Damage","Police","NC",1,"YES",2,1,NA,76400,"Accura","TL",1,1.68569758382528
"147",147,214,"IL","500/1000",500,1398.51,4000000,"2","Masters","tech-support","polo","not-in-family",0,-57100,"Multi-vehicle Collision","Side Collision","Major Damage","Fire","NC",3,NA,2,0,"NO",44800,"BMW","X6",1,0.0872706364836626
"148",148,209,"OH","100/300",500,1355.08,0,"1","MD","other-service","golf","other-relative",58100,0,"Single Vehicle Collision","Front Collision","Minor Damage","Fire","WV",1,NA,1,1,NA,37840,"Nissan","Pathfinder",0,0.043835121610249
"149",149,82,"IL","100/300",1000,1384.51,0,"2","PhD","adm-clerical","reading","not-in-family",13100,-38200,"Single Vehicle Collision","Rear Collision","Major Damage","Other","SC",1,"NO",2,3,NA,53760,"Volkswagen","Jetta",1,-1.05942695617446
"150",150,193,"OH","250/500",500,847.03,0,"1","JD","craft-repair","skydiving","not-in-family",0,0,"Single Vehicle Collision","Side Collision","Major Damage","Other","SC",1,NA,1,0,"YES",77760,"Suburu","Impreza",1,-0.0951585259846746
"151",151,134,"OH","100/300",1000,1000.06,0,"1","PhD","farming-fishing","base-jumping","wife",0,0,"Single Vehicle Collision","Side Collision","Total Loss","Other","NY",1,NA,1,0,NA,60160,"Audi","A3",0,-0.607697601490955
"152",152,288,"IL","100/300",1000,1046.71,0,"2","Masters","priv-house-serv","polo","husband",0,0,"Multi-vehicle Collision","Rear Collision","Major Damage","Fire","NC",3,NA,2,1,NA,32040,"Mercedes","C300",0,0.730116256610184
"153",153,104,"IN","250/500",500,1158.03,0,"2","High School","exec-managerial","kayaking","own-child",31900,-44600,"Multi-vehicle Collision","Rear Collision","Total Loss","Police","NY",3,"YES",1,3,"YES",44010,"Volkswagen","Jetta",1,-0.868310690731437
"154",154,431,"OH","100/300",1000,1372.27,0,"1","Masters","craft-repair","paintball","own-child",17600,0,"Multi-vehicle Collision","Rear Collision","Total Loss","Fire","WV",3,"NO",2,3,NA,42160,"Suburu","Forrestor",0,1.97237198198981
"155",155,101,"OH","100/300",1000,1053.04,7000000,"1","Masters","other-service","reading","own-child",52000,-44500,"Multi-vehicle Collision","Rear Collision","Minor Damage","Ambulance","NC",3,"NO",1,3,NA,36160,"Saab","93",1,-0.894371999655485
"156",156,375,"OH","100/300",1000,1275.39,0,"2","Associate","sales","bungie-jumping","other-relative",0,0,"Single Vehicle Collision","Front Collision","Major Damage","Police","NY",1,"YES",2,3,"NO",37280,"Audi","A5",1,1.48589421540758
"157",157,461,"OH","100/300",2000,1402.75,0,"2","JD","exec-managerial","exercise","husband",0,0,"Multi-vehicle Collision","Rear Collision","Minor Damage","Police","NY",3,NA,2,1,"YES",50470,"Jeep","Wrangler",0,2.2329850712303
"158",158,428,"IN","250/500",500,1344.36,7000000,"1","JD","prof-specialty","hiking","other-relative",0,0,"Parked Car",NA,"Minor Damage","None","WV",1,NA,2,3,"NO",4550,"Saab","92x",0,1.94631067306577
"159",159,45,"IN","100/300",1000,1197.71,0,"2","Masters","machine-op-inspct","movies","not-in-family",29000,0,"Multi-vehicle Collision","Front Collision","Total Loss","Ambulance","WV",3,NA,2,0,NA,52160,"Suburu","Legacy",0,-1.38084976623772
"160",160,136,"OH","100/300",500,1203.24,0,"1","JD","transport-moving","video-games","other-relative",62500,-66900,"Vehicle Theft",NA,"Minor Damage","Police","NY",1,NA,2,0,NA,4340,"Honda","Accord",0,-0.59032339554159
"161",161,216,"IN","500/1000",1000,1152.4,0,"1","Associate","priv-house-serv","reading","unmarried",39600,-82400,"Parked Car",NA,"Minor Damage","Police","VA",1,"YES",2,3,NA,3920,"Mercedes","E400",0,0.104644842433028
"162",162,278,"IN","500/1000",2000,1142.62,7000000,"1","MD","farming-fishing","dancing","not-in-family",0,-54000,"Single Vehicle Collision","Front Collision","Total Loss","Ambulance","SC",1,NA,2,0,NA,52650,"Chevrolet","Silverado",0,0.643245226863357
"163",163,295,"OH","500/1000",1000,1332.07,0,"1","MD","exec-managerial","polo","unmarried",49700,-59100,"Multi-vehicle Collision","Side Collision","Total Loss","Ambulance","NY",2,"NO",2,1,"YES",59580,"Volkswagen","Passat",0,0.790925977432963
"164",164,112,"OH","500/1000",1000,1166.54,0,"1","Masters","prof-specialty","sleeping","not-in-family",47700,-59300,"Single Vehicle Collision","Front Collision","Major Damage","Fire","SC",1,"YES",2,0,"NO",75530,"Dodge","Neon",1,-0.798813866933975
"165",165,122,"IL","250/500",500,1495.06,0,"1","Masters","prof-specialty","polo","unmarried",38100,-31400,"Multi-vehicle Collision","Rear Collision","Total Loss","Fire","PA",3,"NO",2,0,"YES",63630,"Mercedes","E400",0,-0.711942837187148
"166",166,108,"IN","500/1000",1000,1337.92,0,"1","PhD","armed-forces","bungie-jumping","not-in-family",71400,0,"Multi-vehicle Collision","Side Collision","Minor Damage","Ambulance","WV",3,"NO",2,2,"YES",44640,"Suburu","Legacy",0,-0.833562278832706
"167",167,14,"OH","250/500",2000,1587.96,0,"1","Associate","craft-repair","board-games","unmarried",0,-26900,"Single Vehicle Collision","Rear Collision","Major Damage","Fire","WV",1,NA,2,1,"YES",45360,"Audi","A5",1,-1.65014995845288
"168",168,298,"IL","500/1000",1000,1362.29,0,"2","High School","farming-fishing","yachting","unmarried",0,-51100,"Multi-vehicle Collision","Front Collision","Minor Damage","Ambulance","NY",3,"NO",0,0,"NO",44800,"Saab","95",0,0.816987286357012
"169",169,276,"IL","250/500",500,1448.84,0,"1","Masters","machine-op-inspct","bungie-jumping","husband",0,-50000,"Parked Car",NA,"Trivial Damage","Police","SC",1,NA,0,1,"NO",4620,"Toyota","Highlander",0,0.625871020913992
"170",170,47,"IN","250/500",2000,1241.97,0,"2","High School","other-service","movies","not-in-family",75400,0,"Parked Car",NA,"Minor Damage","None","NY",1,"NO",1,0,"NO",5360,"Jeep","Wrangler",0,-1.36347556028835
"171",171,222,"IL","250/500",500,1124.6,0,"2","Associate","armed-forces","hiking","not-in-family",0,0,"Multi-vehicle Collision","Rear Collision","Minor Damage","Police","NY",3,"YES",0,0,NA,31840,"Jeep","Wrangler",0,0.156767460281124
"172",172,119,"OH","250/500",2000,1079.92,0,"2","High School","machine-op-inspct","hiking","husband",88800,0,"Single Vehicle Collision","Rear Collision","Total Loss","Ambulance","PA",1,NA,0,1,"YES",40200,"Volkswagen","Jetta",1,-0.738004146111196
"173",173,73,"IL","250/500",1000,1447.78,0,"2","College","protective-serv","board-games","wife",35100,-59900,"Multi-vehicle Collision","Rear Collision","Total Loss","Other","SC",3,"YES",1,0,NA,34930,"Dodge","Neon",0,-1.1376108829466
"174",174,8,"IN","250/500",500,1229.16,4000000,"1","MD","transport-moving","kayaking","wife",0,-88300,"Multi-vehicle Collision","Front Collision","Major Damage","Fire","PA",3,NA,0,2,"YES",29600,"Volkswagen","Jetta",0,-1.70227257630098
"175",175,294,"IL","100/300",1000,1226.49,0,"1","PhD","farming-fishing","kayaking","unmarried",53900,0,"Vehicle Theft",NA,"Trivial Damage","None","WV",1,"NO",0,1,"NO",4270,"Ford","Fusion",0,0.782238874458281
"176",176,324,"IN","100/300",2000,897.89,6000000,"2","MD","tech-support","board-games","wife",0,-41300,"Single Vehicle Collision","Rear Collision","Minor Damage","Other","PA",1,NA,1,0,"YES",47760,"Jeep","Wrangler",0,1.04285196369876
"177",177,155,"IN","100/300",500,1706.79,0,"2","Masters","protective-serv","dancing","other-relative",0,0,"Single Vehicle Collision","Front Collision","Minor Damage","Ambulance","OH",1,"NO",1,1,"YES",59920,"Honda","Civic",0,-0.425268439022618
"178",178,261,"IL","250/500",1000,1254.18,0,"1","PhD","prof-specialty","kayaking","other-relative",0,-45100,"Single Vehicle Collision","Rear Collision","Minor Damage","Fire","SC",1,"YES",0,1,NA,39830,"Volkswagen","Jetta",0,0.495564476293751
"179",179,245,"IN","500/1000",500,885.08,0,"1","Masters","armed-forces","skydiving","other-relative",27000,-58900,"Single Vehicle Collision","Front Collision","Total Loss","Other","WV",1,"YES",0,1,"NO",58950,"Chevrolet","Malibu",0,0.356570828698827
"180",180,235,"IL","100/300",500,1046.58,4000000,"2","MD","tech-support","exercise","wife",0,-31700,"Vehicle Theft",NA,"Trivial Damage","None","NY",1,NA,2,1,"NO",3600,"Chevrolet","Silverado",0,0.269699798952
"181",181,53,"OH","500/1000",2000,1712.68,0,"2","Associate","handlers-cleaners","basketball","not-in-family",72200,0,"Multi-vehicle Collision","Side Collision","Major Damage","Fire","VA",3,NA,2,0,"YES",35770,"Audi","A3",0,-1.31135294244026
"182",182,426,"IL","500/1000",2000,1097.71,0,"1","Masters","adm-clerical","reading","not-in-family",29600,-22300,"Single Vehicle Collision","Side Collision","Minor Damage","Police","SC",1,"YES",2,3,NA,67200,"Dodge","Neon",0,1.9289364671164
"183",183,111,"IN","250/500",500,1363.77,4000000,"1","Masters","tech-support","exercise","husband",51100,0,"Single Vehicle Collision","Side Collision","Total Loss","Police","VA",1,"YES",2,3,"NO",57890,"Accura","RSX",0,-0.807500969908658
"184",184,86,"OH","100/300",500,1382.88,7000000,"2","JD","tech-support","cross-fit","other-relative",0,-30300,"Single Vehicle Collision","Rear Collision","Minor Damage","Police","SC",1,NA,1,1,"YES",59520,"Chevrolet","Malibu",1,-1.02467854427573
"185",185,296,"OH","100/300",1000,1141.35,7000000,"2","Masters","craft-repair","sleeping","not-in-family",0,0,"Single Vehicle Collision","Front Collision","Major Damage","Ambulance","NY",1,NA,0,2,"NO",43920,"Mercedes","C300",0,0.799613080407646
"186",186,125,"OH","500/1000",500,1054.83,7000000,"2","JD","tech-support","cross-fit","husband",0,-51300,"Single Vehicle Collision","Front Collision","Total Loss","Fire","NY",1,"YES",2,3,"NO",64480,"Mercedes","C300",1,-0.6858815282631
"187",187,177,"IL","100/300",2000,1057.77,0,"1","JD","tech-support","bungie-jumping","unmarried",0,-57700,"Multi-vehicle Collision","Front Collision","Total Loss","Ambulance","NC",3,NA,1,1,"NO",13500,"Audi","A3",0,-0.234152173579598
"188",188,238,"IN","250/500",2000,1488.02,0,"1","JD","protective-serv","exercise","other-relative",0,-39200,"Vehicle Theft",NA,"Minor Damage","Police","NY",1,"YES",1,3,"YES",3850,"Chevrolet","Tahoe",0,0.295761107876048
"189",189,81,"IN","100/300",500,920.3,5000000,"1","High School","tech-support","hiking","own-child",51000,-67900,"Multi-vehicle Collision","Rear Collision","Major Damage","Other","WV",3,NA,1,0,NA,53760,"Honda","Civic",1,-1.06811405914914
"190",190,128,"OH","500/1000",1000,986.53,0,"1","High School","adm-clerical","polo","other-relative",62700,0,"Single Vehicle Collision","Rear Collision","Total Loss","Ambulance","VA",1,"NO",0,2,"YES",64820,"Honda","CRV",0,-0.659820219339052
"191",191,449,"OH","250/500",2000,1440.68,0,"2","Associate","tech-support","movies","own-child",25000,0,"Parked Car",NA,"Minor Damage","None","SC",1,"YES",0,1,"YES",3430,"Volkswagen","Passat",0,2.1287398355341
"192",192,252,"IN","250/500",1000,1086.21,0,"2","JD","farming-fishing","hiking","unmarried",68500,-57500,"Single Vehicle Collision","Side Collision","Minor Damage","Police","SC",1,NA,1,2,NA,39270,"Nissan","Maxima",0,0.417380549521606
"193",193,359,"OH","100/300",2000,1367.68,0,"1","MD","handlers-cleaners","basketball","unmarried",0,0,"Single Vehicle Collision","Front Collision","Total Loss","Police","SC",1,"NO",0,3,"NO",38850,"Mercedes","C300",0,1.34690056781266
